Category ID	Category Name	Description	Parent ID	Parent Name	Default Location ID	Keywords	Category Path	Parts	structural
745	LED Drivers		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/LED Drivers	0	0
751	Lighting, Ballast Controllers		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Lighting, Ballast Controllers	0	0
744	Motor Drivers, Controllers		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Motor Drivers, Controllers	0	0
758	OR Controllers, Ideal Diodes		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/OR Controllers, Ideal Diodes	0	0
759	PFC (Power Factor Correction)		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/PFC (Power Factor Correction)	0	0
726	Power Distribution Switches, Load Drivers		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Power Distribution Switches, Load Drivers	0	0
761	Power Management - Specialized		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Power Management - Specialized	0	0
779	Power Over Ethernet (PoE) Controllers		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Power Over Ethernet (PoE) Controllers	0	0
760	Power Supply Controllers, Monitors		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Power Supply Controllers, Monitors	0	0
740	RMS to DC Converters		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/RMS to DC Converters	0	0
750	Special Purpose Regulators		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Special Purpose Regulators	0	0
691	Supervisors		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Supervisors	0	0
738	Thermal Management		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Thermal Management	0	0
727	V/F and F/V Converters		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/V/F and F/V Converters	0	0
693	Voltage Reference		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Voltage Reference	0	0
739	Voltage Regulators - DC DC Switching Regulators		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Voltage Regulators - DC DC Switching Regulators	0	0
699	Voltage Regulators - Linear, Low Drop Out (LDO) Regulators		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Voltage Regulators - Linear, Low Drop Out (LDO) Regulators	0	0
757	Voltage Regulators - Linear Regulator Controllers		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Voltage Regulators - Linear Regulator Controllers	0	0
776	Voltage Regulators - Linear + Switching		2025	Power Management (PMIC)	1		Integrated Circuits (ICs)/Power Management (PMIC)/Voltage Regulators - Linear + Switching	0	0
686	Specialized ICs		32	Integrated Circuits (ICs)	1		Integrated Circuits (ICs)/Specialized ICs	0	0
39	Isolators				1		Isolators	0	0
901	Digital Isolators		39	Isolators	1		Isolators/Digital Isolators	0	0
906	Isolators - Gate Drivers		39	Isolators	1		Isolators/Isolators - Gate Drivers	0	0
2058	Optoisolators		39	Isolators	1		Isolators/Optoisolators	0	0
902	Logic Output Optoisolators		2058	Optoisolators	1		Isolators/Optoisolators/Logic Output Optoisolators	0	0
903	Transistor, Photovoltaic Output Optoisolators		2058	Optoisolators	1		Isolators/Optoisolators/Transistor, Photovoltaic Output Optoisolators	0	0
904	Triac, SCR Output Optoisolators		2058	Optoisolators	1		Isolators/Optoisolators/Triac, SCR Output Optoisolators	0	0
905	Special Purpose Isolators		39	Isolators	1		Isolators/Special Purpose Isolators	0	0
31	Kits				1		Kits	0	0
669	Audio Kits		31	Kits	1		Kits/Audio Kits	0	0
663	Cable Assemblies		31	Kits	1		Kits/Cable Assemblies	0	0
665	Cables, Wires - Single Conductors		31	Kits	1		Kits/Cables, Wires - Single Conductors	0	0
651	Capacitor Kits		31	Kits	1		Kits/Capacitor Kits	0	0
666	Circuit Protection - Assortment Kits		31	Kits	1		Kits/Circuit Protection - Assortment Kits	0	0
667	Circuit Protection Kits - Fuse		31	Kits	1		Kits/Circuit Protection Kits - Fuse	0	0
668	Circuit Protection Kits - TVS Diodes		31	Kits	1		Kits/Circuit Protection Kits - TVS Diodes	0	0
660	Connector Adapter Kits		31	Kits	1		Kits/Connector Adapter Kits	0	0
656	Connector Kits		31	Kits	1		Kits/Connector Kits	0	0
671	Crystal Kits		31	Kits	1		Kits/Crystal Kits	0	0
659	Discrete Assortment Kits		31	Kits	1		Kits/Discrete Assortment Kits	0	0
646	EMI, Filter Kits		31	Kits	1		Kits/EMI, Filter Kits	0	0
674	Fiber Optic Kits		31	Kits	1		Kits/Fiber Optic Kits	0	0
645	Hardware Kits		31	Kits	1		Kits/Hardware Kits	0	0
675	Heat Shrink Tubing Kits		31	Kits	1		Kits/Heat Shrink Tubing Kits	0	0
655	Inductor Kits		31	Kits	1		Kits/Inductor Kits	0	0
658	Integrated Circuits (ICs) Kits		31	Kits	1		Kits/Integrated Circuits (ICs) Kits	0	0
649	Kit Accessories		31	Kits	1		Kits/Kit Accessories	0	0
647	LED Kits		31	Kits	1		Kits/LED Kits	0	0
657	Miscellaneous		31	Kits	1		Kits/Miscellaneous	0	0
676	Optics - Light Pipe Kits		31	Kits	1		Kits/Optics - Light Pipe Kits	0	0
652	Potentiometer Kits		31	Kits	1		Kits/Potentiometer Kits	0	0
672	Prototyping Boards, Fabrication Kits		31	Kits	1		Kits/Prototyping Boards, Fabrication Kits	0	0
653	Resistor Kits		31	Kits	1		Kits/Resistor Kits	0	0
677	RF Shield Kits		31	Kits	1		Kits/RF Shield Kits	0	0
662	Sensor Kits		31	Kits	1		Kits/Sensor Kits	0	0
650	Static Control Kit		31	Kits	1		Kits/Static Control Kit	0	0
678	Switch Kits		31	Kits	1		Kits/Switch Kits	0	0
673	Tape Kits		31	Kits	1		Kits/Tape Kits	0	0
664	Thermistor Kits		31	Kits	1		Kits/Thermistor Kits	0	0
654	Transformer Kits		31	Kits	1		Kits/Transformer Kits	0	0
661	Wire and Cable Tie Kits		31	Kits	1		Kits/Wire and Cable Tie Kits	0	0
980	Labels, Signs, Barriers, Identification				1		Labels, Signs, Barriers, Identification	0	0
983	Barriers, Barricades, Floor Markings, Tapes		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Barriers, Barricades, Floor Markings, Tapes	0	0
987	Label, Sign, Barrier Accessories		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Label, Sign, Barrier Accessories	0	0
981	Labels, Stickers, Decals - Blank		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Labels, Stickers, Decals - Blank	0	0
982	Labels, Stickers, Decals - Preprinted		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Labels, Stickers, Decals - Preprinted	0	0
577	Lockouts, Padlocks		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Lockouts, Padlocks	0	0
985	Signs, Nameplates, Posters		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Signs, Nameplates, Posters	0	0
984	Tags		980	Labels, Signs, Barriers, Identification	1		Labels, Signs, Barriers, Identification/Tags	0	0
35	Line Protection, Distribution, Backups				1		Line Protection, Distribution, Backups	0	0
833	DC to AC (Power) Inverters		35	Line Protection, Distribution, Backups	1		Line Protection, Distribution, Backups/DC to AC (Power) Inverters	0	0
830	Line Conditioners		35	Line Protection, Distribution, Backups	1		Line Protection, Distribution, Backups/Line Conditioners	0	0
831	Line Protection, Distribution Accessories		35	Line Protection, Distribution, Backups	1		Line Protection, Distribution, Backups/Line Protection, Distribution Accessories	0	0
832	Power Distribution, Surge Protectors		35	Line Protection, Distribution, Backups	1		Line Protection, Distribution, Backups/Power Distribution, Surge Protectors	0	0
829	Uninterruptible Power Supply (UPS) Systems		35	Line Protection, Distribution, Backups	1		Line Protection, Distribution, Backups/Uninterruptible Power Supply (UPS) Systems	0	0
46	Magnetics - Transformer, Inductor Components				1		Magnetics - Transformer, Inductor Components	0	0
935	Bobbins (Coil Formers), Mounts, Hardware		46	Magnetics - Transformer, Inductor Components	1		Magnetics - Transformer, Inductor Components/Bobbins (Coil Formers), Mounts, Hardware	0	0
936	Ferrite Cores		46	Magnetics - Transformer, Inductor Components	1		Magnetics - Transformer, Inductor Components/Ferrite Cores	0	0
934	Magnetic Wire		46	Magnetics - Transformer, Inductor Components	1		Magnetics - Transformer, Inductor Components/Magnetic Wire	0	0
47	Maker/DIY, Educational				1		Maker/DIY, Educational	0	0
937	Books, Media		47	Maker/DIY, Educational	1		Maker/DIY, Educational/Books, Media	0	0
939	Educational Kits		47	Maker/DIY, Educational	1		Maker/DIY, Educational/Educational Kits	0	0
941	Gadgets, Gizmos		47	Maker/DIY, Educational	1		Maker/DIY, Educational/Gadgets, Gizmos	0	0
938	Prototyping, Fabrication		47	Maker/DIY, Educational	1		Maker/DIY, Educational/Prototyping, Fabrication	0	0
942	Robotics Kits		47	Maker/DIY, Educational	1		Maker/DIY, Educational/Robotics Kits	0	0
940	Wearables		47	Maker/DIY, Educational	1		Maker/DIY, Educational/Wearables	0	0
24	Memory Cards, Modules				1		Memory Cards, Modules	0	0
500	Memory Card, Module Accessories		24	Memory Cards, Modules	1		Memory Cards, Modules/Memory Card, Module Accessories	0	0
501	Memory Cards		24	Memory Cards, Modules	1		Memory Cards, Modules/Memory Cards	0	0
505	Memory - Modules		24	Memory Cards, Modules	1		Memory Cards, Modules/Memory - Modules	0	0
503	Solid State Drives (SSDs), Hard Disk Drives (HDDs)		24	Memory Cards, Modules	1		Memory Cards, Modules/Solid State Drives (SSDs), Hard Disk Drives (HDDs)	0	0
502	Specialized		24	Memory Cards, Modules	1		Memory Cards, Modules/Specialized	0	0
504	USB Flash Drives		24	Memory Cards, Modules	1		Memory Cards, Modules/USB Flash Drives	0	0
13	Motors, Actuators, Solenoids and Drivers				1		Motors, Actuators, Solenoids and Drivers	0	0
177	Accessories		13	Motors, Actuators, Solenoids and Drivers	1		Motors, Actuators, Solenoids and Drivers/Accessories	0	0
1157	Electric Actuators/Cylinders		13	Motors, Actuators, Solenoids and Drivers	1		Motors, Actuators, Solenoids and Drivers/Electric Actuators/Cylinders	0	0
181	Motor Driver Boards, Modules		13	Motors, Actuators, Solenoids and Drivers	1		Motors, Actuators, Solenoids and Drivers/Motor Driver Boards, Modules	0	0
178	Motors - AC, DC		13	Motors, Actuators, Solenoids and Drivers	1		Motors, Actuators, Solenoids and Drivers/Motors - AC, DC	0	0
180	Solenoids		13	Motors, Actuators, Solenoids and Drivers	1		Motors, Actuators, Solenoids and Drivers/Solenoids	0	0
179	Stepper Motors		13	Motors, Actuators, Solenoids and Drivers	1		Motors, Actuators, Solenoids and Drivers/Stepper Motors	0	0
44	Networking Solutions				1		Networking Solutions	0	0
925	Accessories		44	Networking Solutions	1		Networking Solutions/Accessories	0	0
928	Gateways, Routers		44	Networking Solutions	1		Networking Solutions/Gateways, Routers	0	0
929	Media Converters		44	Networking Solutions	1		Networking Solutions/Media Converters	0	0
926	Miscellaneous		44	Networking Solutions	1		Networking Solutions/Miscellaneous	0	0
930	Serial Device Servers		44	Networking Solutions	1		Networking Solutions/Serial Device Servers	0	0
927	Switches, Hubs		44	Networking Solutions	1		Networking Solutions/Switches, Hubs	0	0
42	Optical Inspection Equipment				1		Optical Inspection Equipment	0	0
915	Arms, Mounts, Stands		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Arms, Mounts, Stands	0	0
913	Cameras		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Cameras	0	0
916	Eyepieces, Lenses		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Eyepieces, Lenses	0	0
920	Illumination Sources		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Illumination Sources	0	0
917	Lamps - Magnifying, Task		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Lamps - Magnifying, Task	0	0
918	Loupes, Magnifiers		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Loupes, Magnifiers	0	0
1121	Machine Vision - Accessories		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Machine Vision - Accessories	0	0
1077	Machine Vision - Lenses		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Machine Vision - Lenses	0	0
914	Microscopes		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Microscopes	0	0
912	Optical Inspection Accessories		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Optical Inspection Accessories	0	0
919	Video Inspection Systems		42	Optical Inspection Equipment	1		Optical Inspection Equipment/Video Inspection Systems	0	0
41	Optics				1		Optics	0	0
1156	Beamsplitters		41	Optics	1		Optics/Beamsplitters	0	0
1044	Filters		41	Optics	1		Optics/Filters	0	0
2060	Laser Optics		41	Optics	1		Optics/Laser Optics	0	0
1042	Beam Expanders		2060	Laser Optics	1		Optics/Laser Optics/Beam Expanders	0	0
1048	Faraday Isolators		2060	Laser Optics	1		Optics/Laser Optics/Faraday Isolators	0	0
1043	Focus Lenses		2060	Laser Optics	1		Optics/Laser Optics/Focus Lenses	0	0
1041	F-Theta Lenses		2060	Laser Optics	1		Optics/Laser Optics/F-Theta Lenses	0	0
1050	Laser Modulators		2060	Laser Optics	1		Optics/Laser Optics/Laser Modulators	0	0
1120	Laser Optics Accessories		2060	Laser Optics	1		Optics/Laser Optics/Laser Optics Accessories	0	0
1049	Pockels Cells		2060	Laser Optics	1		Optics/Laser Optics/Pockels Cells	0	0
1045	Lenses		41	Optics	1		Optics/Lenses	0	0
1158	Mirrors		41	Optics	1		Optics/Mirrors	0	0
1046	Polarizers		41	Optics	1		Optics/Polarizers	0	0
1122	Prisms		41	Optics	1		Optics/Prisms	0	0
7	Optoelectronics				1		Optoelectronics	0	0
97	Ballasts, Inverters		7	Optoelectronics	1		Optoelectronics/Ballasts, Inverters	0	0
106	Circuit Board Indicators, Arrays, Light Bars, Bar Graphs		7	Optoelectronics	1		Optoelectronics/Circuit Board Indicators, Arrays, Light Bars, Bar Graphs	0	0
104	Cold Cathode Fluorescent (CCFL) & UV Lamps		7	Optoelectronics	1		Optoelectronics/Cold Cathode Fluorescent (CCFL) & UV Lamps	0	0
1168	Display Backlights		7	Optoelectronics	1		Optoelectronics/Display Backlights	0	0
93	Display Bezels, Lenses		7	Optoelectronics	1		Optoelectronics/Display Bezels, Lenses	0	0
114	Display, Monitor - LCD Driver/Controller		7	Optoelectronics	1		Optoelectronics/Display, Monitor - LCD Driver/Controller	0	0
127	Electroluminescent		7	Optoelectronics	1		Optoelectronics/Electroluminescent	0	0
119	Fiber Optic Attenuators		7	Optoelectronics	1		Optoelectronics/Fiber Optic Attenuators	0	0
117	Fiber Optic Receivers		7	Optoelectronics	1		Optoelectronics/Fiber Optic Receivers	0	0
120	Fiber Optic Switches, Multiplexers, Demultiplexers		7	Optoelectronics	1		Optoelectronics/Fiber Optic Switches, Multiplexers, Demultiplexers	0	0
118	Fiber Optic Transceiver Modules		7	Optoelectronics	1		Optoelectronics/Fiber Optic Transceiver Modules	0	0
116	Fiber Optic Transmitters - Discrete		7	Optoelectronics	1		Optoelectronics/Fiber Optic Transmitters - Discrete	0	0
115	Fiber Optic Transmitters - Drive Circuitry Integrated		7	Optoelectronics	1		Optoelectronics/Fiber Optic Transmitters - Drive Circuitry Integrated	0	0
1119	HeNe Laser Heads		7	Optoelectronics	1		Optoelectronics/HeNe Laser Heads	0	0
1009	HeNe Laser System Accessories		7	Optoelectronics	1		Optoelectronics/HeNe Laser System Accessories	0	0
1008	HeNe Laser Systems		7	Optoelectronics	1		Optoelectronics/HeNe Laser Systems	0	0
101	Incandescent, Neon Lamps		7	Optoelectronics	1		Optoelectronics/Incandescent, Neon Lamps	0	0
109	Lamp Replacements		7	Optoelectronics	1		Optoelectronics/Lamp Replacements	0	0
966	Laser Diode, Module Accessories		7	Optoelectronics	1		Optoelectronics/Laser Diode, Module Accessories	0	0
1055	Laser Diodes, Laser Modules - Laser Delivery, Laser Fibers		7	Optoelectronics	1		Optoelectronics/Laser Diodes, Laser Modules - Laser Delivery, Laser Fibers	0	0
95	Laser Diodes, Modules		7	Optoelectronics	1		Optoelectronics/Laser Diodes, Modules	0	0
99	LCD, OLED Character and Numeric		7	Optoelectronics	1		Optoelectronics/LCD, OLED Character and Numeric	0	0
107	LCD, OLED, Graphic		7	Optoelectronics	1		Optoelectronics/LCD, OLED, Graphic	0	0
126	LED Addressable, Specialty		7	Optoelectronics	1		Optoelectronics/LED Addressable, Specialty	0	0
92	LED Character and Numeric		7	Optoelectronics	1		Optoelectronics/LED Character and Numeric	0	0
111	LED COBs, Engines, Modules, Strips		7	Optoelectronics	1		Optoelectronics/LED COBs, Engines, Modules, Strips	0	0
125	LED Color Lighting		7	Optoelectronics	1		Optoelectronics/LED Color Lighting	0	0
96	LED Dot Matrix and Cluster		7	Optoelectronics	1		Optoelectronics/LED Dot Matrix and Cluster	0	0
94	LED Emitters - Infrared, UV, Visible		7	Optoelectronics	1		Optoelectronics/LED Emitters - Infrared, UV, Visible	0	0
105	LED Indication - Discrete		7	Optoelectronics	1		Optoelectronics/LED Indication - Discrete	0	0
129	LED Lighting Kits		7	Optoelectronics	1		Optoelectronics/LED Lighting Kits	0	0
121	LED Thermal Products		7	Optoelectronics	1		Optoelectronics/LED Thermal Products	0	0
124	LED White Lighting		7	Optoelectronics	1		Optoelectronics/LED White Lighting	0	0
112	Lenses		7	Optoelectronics	1		Optoelectronics/Lenses	0	0
1161	Lighting Fixtures		7	Optoelectronics	1		Optoelectronics/Lighting Fixtures	0	0
102	Light Pipes		7	Optoelectronics	1		Optoelectronics/Light Pipes	0	0
98	Optoelectronics Accessories		7	Optoelectronics	1		Optoelectronics/Optoelectronics Accessories	0	0
1047	Optomechanical		7	Optoelectronics	1		Optoelectronics/Optomechanical	0	0
108	Panel Indicators, Pilot Lights		7	Optoelectronics	1		Optoelectronics/Panel Indicators, Pilot Lights	0	0
122	Reflectors		7	Optoelectronics	1		Optoelectronics/Reflectors	0	0
123	Remote Phosphor Light Source		7	Optoelectronics	1		Optoelectronics/Remote Phosphor Light Source	0	0
100	Spacers, Standoffs		7	Optoelectronics	1		Optoelectronics/Spacers, Standoffs	0	0
110	Touch Screen Overlays		7	Optoelectronics	1		Optoelectronics/Touch Screen Overlays	0	0
103	Vacuum Fluorescent (VFD)		7	Optoelectronics	1		Optoelectronics/Vacuum Fluorescent (VFD)	0	0
5	Potentiometers, Variable Resistors				1		Potentiometers, Variable Resistors	0	0
76	Accessories		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Accessories	0	0
83	Adjustable Power Resistor		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Adjustable Power Resistor	0	0
82	Joystick Potentiometers		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Joystick Potentiometers	0	0
84	Rotary Potentiometers, Rheostats		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Rotary Potentiometers, Rheostats	0	0
79	Scale Dials		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Scale Dials	0	0
78	Slide Potentiometers		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Slide Potentiometers	0	0
77	Thumbwheel Potentiometers		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Thumbwheel Potentiometers	0	0
80	Trimmer Potentiometers		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Trimmer Potentiometers	0	0
81	Value Display Potentiometers		5	Potentiometers, Variable Resistors	1		Potentiometers, Variable Resistors/Value Display Potentiometers	0	0
43	Power Supplies - Board Mount				1		Power Supplies - Board Mount	0	0
923	AC DC Converters		43	Power Supplies - Board Mount	1		Power Supplies - Board Mount/AC DC Converters	0	0
921	Board Mount Power Supply Accessories		43	Power Supplies - Board Mount	1		Power Supplies - Board Mount/Board Mount Power Supply Accessories	0	0
922	DC DC Converters		43	Power Supplies - Board Mount	1		Power Supplies - Board Mount/DC DC Converters	0	0
924	LED Drivers		43	Power Supplies - Board Mount	1		Power Supplies - Board Mount/LED Drivers	0	0
8	Power Supplies - External/Internal (Off-Board)				1		Power Supplies - External/Internal (Off-Board)	0	0
135	AC AC Wall Power Adapters		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/AC AC Wall Power Adapters	0	0
955	AC DC Configurable Power Supplies (Factory Assembled)		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/AC DC Configurable Power Supplies (Factory Assembled)	0	0
134	AC DC Configurable Power Supply Chassis		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/AC DC Configurable Power Supply Chassis	0	0
136	AC DC Configurable Power Supply Modules		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/AC DC Configurable Power Supply Modules	0	0
133	AC DC Converters		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/AC DC Converters	0	0
130	AC DC Desktop, Wall Power Adapters		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/AC DC Desktop, Wall Power Adapters	0	0
132	DC DC Converters		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/DC DC Converters	0	0
131	External/Internal Power Supply Accessories		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/External/Internal Power Supply Accessories	0	0
1064	Industrial, DIN Rail Power Supplies		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/Industrial, DIN Rail Power Supplies	0	0
137	LED Drivers		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/LED Drivers	0	0
138	Power over Ethernet (PoE)		8	Power Supplies - External/Internal (Off-Board)	1		Power Supplies - External/Internal (Off-Board)/Power over Ethernet (PoE)	0	0
30	Prototyping, Fabrication Products				1		Prototyping, Fabrication Products	0	0
943	3D Printers		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/3D Printers	0	0
956	3D Printing Accessories		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/3D Printing Accessories	0	0
944	3D Printing Materials		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/3D Printing Materials	0	0
635	Accessories		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Accessories	0	0
643	Adapter, Breakout Boards		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Adapter, Breakout Boards	0	0
641	Card Extenders		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Card Extenders	0	0
642	Coating, Grease, Repair		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Coating, Grease, Repair	0	0
1162	Custom 3D Printing Service		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Custom 3D Printing Service	0	0
1159	Custom Configurable PCB's		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Custom Configurable PCB's	0	0
644	Drill Bits, End Mills		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Drill Bits, End Mills	0	0
639	Etching and Fabrication Equipment		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Etching and Fabrication Equipment	0	0
640	Jumper Wire		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Jumper Wire	0	0
972	PCB Routers, Milling Machines		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/PCB Routers, Milling Machines	0	0
636	Prototype Boards Perforated		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Prototype Boards Perforated	0	0
637	Prototype Boards Unperforated		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Prototype Boards Unperforated	0	0
638	Solderless Breadboards		30	Prototyping, Fabrication Products	1		Prototyping, Fabrication Products/Solderless Breadboards	0	0
14	Relays				1		Relays	0	0
182	Accessories		14	Relays	1		Relays/Accessories	0	0
962	Automotive Relays		14	Relays	1		Relays/Automotive Relays	0	0
969	Contactors (Electromechanical)		14	Relays	1		Relays/Contactors (Electromechanical)	0	0
970	Contactors (Solid State)		14	Relays	1		Relays/Contactors (Solid State)	0	0
963	High Frequency (RF) Relays		14	Relays	1		Relays/High Frequency (RF) Relays	0	0
190	I/O Relay Module Racks		14	Relays	1		Relays/I/O Relay Module Racks	0	0
186	I/O Relay Modules		14	Relays	1		Relays/I/O Relay Modules	0	0
188	Power Relays, Over 2 Amps		14	Relays	1		Relays/Power Relays, Over 2 Amps	0	0
964	Reed Relays		14	Relays	1		Relays/Reed Relays	0	0
184	Relay Sockets		14	Relays	1		Relays/Relay Sockets	0	0
989	Safety Relays		14	Relays	1		Relays/Safety Relays	0	0
189	Signal Relays, Up to 2 Amps		14	Relays	1		Relays/Signal Relays, Up to 2 Amps	0	0
183	Solid State Relays		14	Relays	1		Relays/Solid State Relays	0	0
2	Resistors				1		Resistors	0	0
51	Accessories		2	Resistors	1		Resistors/Accessories	0	0
54	Chassis Mount Resistors		2	Resistors	1		Resistors/Chassis Mount Resistors	0	0
52	Chip Resistor - Surface Mount		2	Resistors	1		Resistors/Chip Resistor - Surface Mount	0	0
56	Precision Trimmed Resistors		2	Resistors	1		Resistors/Precision Trimmed Resistors	0	0
50	Resistor Networks, Arrays		2	Resistors	1		Resistors/Resistor Networks, Arrays	0	0
55	Specialized Resistors		2	Resistors	1		Resistors/Specialized Resistors	0	0
53	Through Hole Resistors		2	Resistors	1		Resistors/Through Hole Resistors	0	0
37	RF and Wireless				1		RF and Wireless	0	0
852	Attenuators		37	RF and Wireless	1		RF and Wireless/Attenuators	0	0
849	Balun		37	RF and Wireless	1		RF and Wireless/Balun	0	0
866	RF Accessories		37	RF and Wireless	1		RF and Wireless/RF Accessories	0	0
860	RF Amplifiers		37	RF and Wireless	1		RF and Wireless/RF Amplifiers	0	0
875	RF Antennas		37	RF and Wireless	1		RF and Wireless/RF Antennas	0	0
1010	RF Circulators and Isolators		37	RF and Wireless	1		RF and Wireless/RF Circulators and Isolators	0	0
878	RF Demodulators		37	RF and Wireless	1		RF and Wireless/RF Demodulators	0	0
862	RF Detectors		37	RF and Wireless	1		RF and Wireless/RF Detectors	0	0
850	RF Directional Coupler		37	RF and Wireless	1		RF and Wireless/RF Directional Coupler	0	0
876	RF Front End (LNA + PA)		37	RF and Wireless	1		RF and Wireless/RF Front End (LNA + PA)	0	0
945	RFI and EMI - Contacts, Fingerstock and Gaskets		37	RF and Wireless	1		RF and Wireless/RFI and EMI - Contacts, Fingerstock and Gaskets	0	0
869	RFI and EMI - Shielding and Absorbing Materials		37	RF and Wireless	1		RF and Wireless/RFI and EMI - Shielding and Absorbing Materials	0	0
857	RFID Accessories		37	RF and Wireless	1		RF and Wireless/RFID Accessories	0	0
855	RFID Antennas		37	RF and Wireless	1		RF and Wireless/RFID Antennas	0	0
854	RFID Reader Modules		37	RF and Wireless	1		RF and Wireless/RFID Reader Modules	0	0
880	RFID, RF Access, Monitoring ICs		37	RF and Wireless	1		RF and Wireless/RFID, RF Access, Monitoring ICs	0	0
853	RFID Transponders, Tags		37	RF and Wireless	1		RF and Wireless/RFID Transponders, Tags	0	0
863	RF Misc ICs and Modules		37	RF and Wireless	1		RF and Wireless/RF Misc ICs and Modules	0	0
861	RF Mixers		37	RF and Wireless	1		RF and Wireless/RF Mixers	0	0
877	RF Modulators		37	RF and Wireless	1		RF and Wireless/RF Modulators	0	0
